carnegie_id,AffiliationId,year,student.grad_students
110413.0,176611909.0,2021,1174.0
110422.0,149919469.0,2001,397.0
110422.0,149919469.0,2002,1011.0
110422.0,149919469.0,2003,1008.0
110422.0,149919469.0,2004,917.0
110422.0,149919469.0,2005,966.0
110422.0,149919469.0,2006,928.0
110422.0,149919469.0,2007,928.0
110422.0,149919469.0,2008,955.0
110422.0,149919469.0,2009,1023.0
110422.0,149919469.0,2010,1028.0
110422.0,149919469.0,2011,1037.0
110422.0,149919469.0,2012,999.0
110422.0,149919469.0,2013,964.0
110422.0,149919469.0,2014,940.0
110422.0,149919469.0,2015,895.0
110422.0,149919469.0,2016,880.0
110422.0,149919469.0,2017,1019.0
110422.0,149919469.0,2018,915.0
110422.0,149919469.0,2019,923.0
110422.0,149919469.0,2020,984.0
110422.0,149919469.0,2021,1103.0
110468.0,126533617.0,2001,604.0
110468.0,126533617.0,2002,1437.0
110468.0,126533617.0,2003,1371.0
110468.0,126533617.0,2004,1362.0
110468.0,126533617.0,2005,1333.0
110468.0,126533617.0,2006,1366.0
110468.0,126533617.0,2007,3526.0
110468.0,126533617.0,2008,3980.0
110468.0,126533617.0,2009,4001.0
110468.0,126533617.0,2010,3915.0
110468.0,126533617.0,2011,3689.0
110468.0,126533617.0,2012,3300.0
110468.0,126533617.0,2013,3284.0
110468.0,126533617.0,2014,2982.0
110468.0,126533617.0,2015,2565.0
110468.0,126533617.0,2016,2532.0
110468.0,126533617.0,2017,2586.0
110468.0,126533617.0,2018,2792.0
