Source,Target,Year
Tuskegee University,University Of South Alabama,2000
University Of Alabama System,University Of South Alabama,2000
Austin Pay State University,East Tennessee State University,2000
Austin Pay State University,Middle Tennessee State University,2000
Austin Pay State University,Tennessee State University,2000
Austin Pay State University,Tennessee Technological University,2000
Austin Pay State University,University Of Memphis,2000
East Tennessee State University,Middle Tennessee State University,2000
East Tennessee State University,Tennessee State University,2000
East Tennessee State University,Tennessee Technological University,2000
East Tennessee State University,University Of Memphis,2000
Middle Tennessee State University,Tennessee State University,2000
Middle Tennessee State University,Tennessee Technological University,2000
Middle Tennessee State University,University Of Memphis,2000
Tennessee State University,Tennessee Technological University,2000
Tennessee State University,University Of Memphis,2000
Tennessee Technological University,University Of Memphis,2000
Austin Pay State University,East Tennessee State University,2000
Austin Pay State University,Middle Tennessee State University,2000
Austin Pay State University,Tennessee State University,2000
Austin Pay State University,Tennessee Technological University,2000
Austin Pay State University,University Of Memphis,2000
East Tennessee State University,Middle Tennessee State University,2000
East Tennessee State University,Tennessee State University,2000
East Tennessee State University,Tennessee Technological University,2000
East Tennessee State University,University Of Memphis,2000
Middle Tennessee State University,Tennessee State University,2000
Middle Tennessee State University,Tennessee Technological University,2000
Middle Tennessee State University,University Of Memphis,2000
Tennessee State University,Tennessee Technological University,2000
Tennessee State University,University Of Memphis,2000
Tennessee Technological University,University Of Memphis,2000
Austin Pay State University,East Tennessee State University,2000
Austin Pay State University,Middle Tennessee State University,2000
Austin Pay State University,Tennessee State University,2000
Austin Pay State University,Tennessee Technological University,2000
Austin Pay State University,University Of Memphis,2000
East Tennessee State University,Middle Tennessee State University,2000
East Tennessee State University,Tennessee State University,2000
East Tennessee State University,Tennessee Technological University,2000
East Tennessee State University,University Of Memphis,2000
Middle Tennessee State University,Tennessee State University,2000
Middle Tennessee State University,Tennessee Technological University,2000
Middle Tennessee State University,University Of Memphis,2000
Tennessee State University,Tennessee Technological University,2000
Tennessee State University,University Of Memphis,2000
Tennessee Technological University,University Of Memphis,2000
Austin Pay State University,East Tennessee State University,2000
Austin Pay State University,Middle Tennessee State University,2000
Austin Pay State University,Tennessee State University,2000
Austin Pay State University,Tennessee Technological University,2000
Austin Pay State University,University Of Memphis,2000
East Tennessee State University,Middle Tennessee State University,2000
East Tennessee State University,Tennessee State University,2000
East Tennessee State University,Tennessee Technological University,2000
East Tennessee State University,University Of Memphis,2000
Middle Tennessee State University,Tennessee State University,2000
Middle Tennessee State University,Tennessee Technological University,2000
Middle Tennessee State University,University Of Memphis,2000
Tennessee State University,Tennessee Technological University,2000
Tennessee State University,University Of Memphis,2000
Tennessee Technological University,University Of Memphis,2000
Austin Pay State University,East Tennessee State University,2000
Austin Pay State University,Middle Tennessee State University,2000
Austin Pay State University,Tennessee State University,2000
Austin Pay State University,University Of Memphis,2000
East Tennessee State University,Middle Tennessee State University,2000
East Tennessee State University,Tennessee State University,2000
East Tennessee State University,University Of Memphis,2000
Middle Tennessee State University,Tennessee State University,2000
Middle Tennessee State University,University Of Memphis,2000
Tennessee State University,University Of Memphis,2000
Austin Pay State University,East Tennessee State University,2000
Austin Pay State University,Middle Tennessee State University,2000
Austin Pay State University,Tennessee State University,2000
Austin Pay State University,Tennessee Technological University,2000
Austin Pay State University,University Of Memphis,2000
East Tennessee State University,Middle Tennessee State University,2000
East Tennessee State University,Tennessee State University,2000
East Tennessee State University,Tennessee Technological University,2000
East Tennessee State University,University Of Memphis,2000
Middle Tennessee State University,Tennessee State University,2000
Middle Tennessee State University,Tennessee Technological University,2000
Middle Tennessee State University,University Of Memphis,2000
Tennessee State University,Tennessee Technological University,2000
Tennessee State University,University Of Memphis,2000
Tennessee Technological University,University Of Memphis,2000
Austin Pay State University,East Tennessee State University,2000
Austin Pay State University,Middle Tennessee State University,2000
Austin Pay State University,Tennessee State University,2000
Austin Pay State University,Tennessee Technological University,2000
Austin Pay State University,University Of Memphis,2000
East Tennessee State University,Middle Tennessee State University,2000
East Tennessee State University,Tennessee State University,2000
East Tennessee State University,Tennessee Technological University,2000
East Tennessee State University,University Of Memphis,2000
Middle Tennessee State University,Tennessee State University,2000
Middle Tennessee State University,Tennessee Technological University,2000
Middle Tennessee State University,University Of Memphis,2000
Tennessee State University,Tennessee Technological University,2000
Tennessee State University,University Of Memphis,2000
Tennessee Technological University,University Of Memphis,2000
Austin Pay State University,East Tennessee State University,2000
