Year,Canonical_Name,Fuzzy_Matches,Institution_1,Institution_2
2000,Elizabeth K Lanier,Elizabeth K Lanier,Ohio State University,University Of Cincinnati
2000,Elizabeth K Lanier,Elizabeth K Lanier,Ohio State University,University Of Toledo
2000,Elizabeth K Lanier,Elizabeth K Lanier,Ohio University,University Of Akron
2000,Elizabeth K Lanier,Elizabeth K Lanier,Ohio University,University Of Cincinnati
2000,Elizabeth K Lanier,Elizabeth K Lanier,Ohio University,University Of Toledo
2000,Elizabeth K Lanier,Elizabeth K Lanier,University Of Akron,University Of Cincinnati
2000,Elizabeth K Lanier,Elizabeth K Lanier,University Of Akron,University Of Toledo
2000,Elizabeth K Lanier,Elizabeth K Lanier,University Of Cincinnati,University Of Toledo
2000,Gerald M Miller,Gerald M Miller,Cleveland State University,Kent State University
2000,Gerald M Miller,Gerald M Miller,Cleveland State University,Ohio State University
2000,Gerald M Miller,Gerald M Miller,Cleveland State University,Ohio University
2000,Gerald M Miller,Gerald M Miller,Cleveland State University,University Of Akron
2000,Gerald M Miller,Gerald M Miller,Cleveland State University,University Of Cincinnati
2000,Gerald M Miller,Gerald M Miller,Cleveland State University,University Of Toledo
2000,Gerald M Miller,Gerald M Miller,Kent State University,Ohio State University
2000,Gerald M Miller,Gerald M Miller,Kent State University,Ohio University
2000,Gerald M Miller,Gerald M Miller,Kent State University,University Of Akron
2000,Gerald M Miller,Gerald M Miller,Kent State University,University Of Cincinnati
2000,Gerald M Miller,Gerald M Miller,Kent State University,University Of Toledo
2000,Gerald M Miller,Gerald M Miller,Ohio State University,Ohio University
2000,Gerald M Miller,Gerald M Miller,Ohio State University,University Of Akron
2000,Gerald M Miller,Gerald M Miller,Ohio State University,University Of Cincinnati
2000,Gerald M Miller,Gerald M Miller,Ohio State University,University Of Toledo
2000,Gerald M Miller,Gerald M Miller,Ohio University,University Of Akron
2000,Gerald M Miller,Gerald M Miller,Ohio University,University Of Cincinnati
2000,Gerald M Miller,Gerald M Miller,Ohio University,University Of Toledo
2000,Gerald M Miller,Gerald M Miller,University Of Akron,University Of Cincinnati
2000,Gerald M Miller,Gerald M Miller,University Of Akron,University Of Toledo
2000,Gerald M Miller,Gerald M Miller,University Of Cincinnati,University Of Toledo
2000,Thomas W Noe,Thomas W Noe,Cleveland State University,Kent State University
2000,Thomas W Noe,Thomas W Noe,Cleveland State University,Ohio State University
2000,Thomas W Noe,Thomas W Noe,Cleveland State University,Ohio University
2000,Thomas W Noe,Thomas W Noe,Cleveland State University,University Of Akron
2000,Thomas W Noe,Thomas W Noe,Cleveland State University,University Of Cincinnati
2000,Thomas W Noe,Thomas W Noe,Cleveland State University,University Of Toledo
2000,Thomas W Noe,Thomas W Noe,Kent State University,Ohio State University
2000,Thomas W Noe,Thomas W Noe,Kent State University,Ohio University
2000,Thomas W Noe,Thomas W Noe,Kent State University,University Of Akron
2000,Thomas W Noe,Thomas W Noe,Kent State University,University Of Cincinnati
2000,Thomas W Noe,Thomas W Noe,Kent State University,University Of Toledo
2000,Thomas W Noe,Thomas W Noe,Ohio State University,Ohio University
2000,Thomas W Noe,Thomas W Noe,Ohio State University,University Of Akron
2000,Thomas W Noe,Thomas W Noe,Ohio State University,University Of Cincinnati
2000,Thomas W Noe,Thomas W Noe,Ohio State University,University Of Toledo
2000,Thomas W Noe,Thomas W Noe,Ohio University,University Of Akron
2000,Thomas W Noe,Thomas W Noe,Ohio University,University Of Cincinnati
